BikeLaneID,Constructed,lat,lon,Type,Upgraded
77,2018,43.62684587256517,-79.26557841152419,Shared Roadways,2019
78,2021,43.6242557961517,-79.48870870285202,Protected Lanes,2022
79,2017,43.68818948427448,-79.40789183555637,Protected Lanes,2018
80,2023,43.692197759405246,-79.2222984709125,On-Road Lanes,2024
81,2019,43.783337657332886,-79.4420368612092,Shared Roadways,NA
82,2023,43.83562090057647,-79.22416324262042,Protected Lanes,NA
83,2016,43.80719250612892,-79.27987783973106,Protected Lanes,NA
84,2020,43.75322929318296,-79.37921686470975,Shared Roadways,NA
85,2018,43.58404316895176,-79.25025155488868,Protected Lanes,NA
86,2018,43.64839741145959,-79.55164127564524,Shared Roadways,NA
87,2022,43.74409596356097,-79.31187970994972,Protected Lanes,NA
88,2015,43.81816943487153,-79.39641408820637,Shared Roadways,NA
89,2020,43.68927494327072,-79.61122713750694,On-Road Lanes,2023
90,2021,43.69328169136541,-79.45186286105775,Protected Lanes,NA
91,2022,43.79047924138373,-79.19225333189127,Protected Lanes,NA
92,2016,43.69751773180673,-79.26216761756689,On-Road Lanes,NA
93,2021,43.78607074670028,-79.61747245840263,Protected Lanes,NA
94,2019,43.59460522799986,-79.54891954234802,Protected Lanes,NA
95,2019,43.7275744864624,-79.38723636407406,Shared Roadways,NA
96,2023,43.82922630886547,-79.35751784220804,Protected Lanes,NA
97,2023,43.69922657620162,-79.56444871030283,On-Road Lanes,NA
98,2019,43.81455375989201,-79.3582624023594,Protected Lanes,2021
99,2022,43.595722271013074,-79.20270115219057,On-Road Lanes,NA
100,2020,43.65036180780269,-79.3407077437779,Protected Lanes,NA
101,2023,43.81485521602445,-79.24327832891606,On-Road Lanes,NA
102,2018,43.728838780676014,-79.60383451520931,Shared Roadways,NA
103,2021,43.60591237233719,-79.61618204915897,Protected Lanes,NA
104,2023,43.72429196491372,-79.39667500381358,Protected Lanes,NA
105,2023,43.83807453416986,-79.56390482944437,Shared Roadways,NA
106,2019,43.83294181803242,-79.37801765837241,On-Road Lanes,2020
107,2021,43.6319841982075,-79.18087375304196,Protected Lanes,NA
108,2022,43.713213279971384,-79.46467501926702,On-Road Lanes,NA
109,2023,43.83764927464537,-79.40977823501919,Protected Lanes,NA
110,2018,43.62763224390335,-79.3166016732622,On-Road Lanes,NA
111,2017,43.69418396820547,-79.14476688241587,Shared Roadways,NA
112,2020,43.62289914734196,-79.23463195958641,Protected Lanes,NA
113,2015,43.79681842565537,-79.17305242771283,On-Road Lanes,NA
114,2022,43.813965877217704,-79.58402221370955,Protected Lanes,NA
115,2018,43.61883204143494,-79.15959354804829,Shared Roadways,NA
116,2016,43.66233118470525,-79.47748878307641,On-Road Lanes,NA
117,2020,43.730662871063686,-79.6068687959388,Shared Roadways,NA
118,2020,43.71450955858454,-79.25153879786842,On-Road Lanes,NA
119,2023,43.66347746237181,-79.46659006923903,Protected Lanes,NA
120,2020,43.601442396205385,-79.1621256540576,Shared Roadways,2021
121,2023,43.79988070995314,-79.22068675794173,Protected Lanes,NA
122,2021,43.587150139061265,-79.56056321016979,Protected Lanes,NA
123,2019,43.83653060313314,-79.18998467515223,Shared Roadways,NA
124,2023,43.821386105339045,-79.14521476207767,Shared Roadways,2024
125,2021,43.7946650643344,-79.15685633349233,Shared Roadways,NA
126,2017,43.67602892762283,-79.3713952755835,Shared Roadways,2018
127,2021,43.63117955040187,-79.12147599540651,Protected Lanes,NA
128,2022,43.806804031634236,-79.51094625855796,Protected Lanes,NA
129,2020,43.76436669429997,-79.17292097502389,Protected Lanes,NA
130,2023,43.701077959239484,-79.17022202373948,On-Road Lanes,2024
131,2022,43.5847550487658,-79.48135349632241,On-Road Lanes,NA
132,2020,43.596837511896155,-79.54768553749193,On-Road Lanes,2021
133,2020,43.64015972322784,-79.49231458129827,Protected Lanes,NA
134,2021,43.687849125403446,-79.28791462758556,Protected Lanes,NA
135,2021,43.744013577352746,-79.60465068347287,Shared Roadways,NA
136,2015,43.80512716824422,-79.45542803919409,Protected Lanes,NA
137,2017,43.60170325930463,-79.19249123416841,Shared Roadways,NA
138,2018,43.6347479706211,-79.32498424838298,Shared Roadways,NA
139,2022,43.61737494878005,-79.47785453394056,On-Road Lanes,NA
140,2021,43.768067994317974,-79.17730813683477,Protected Lanes,NA
141,2020,43.66503987632226,-79.17792422685773,Protected Lanes,NA
142,2023,43.65899304562481,-79.14576538408176,Protected Lanes,NA
143,2023,43.77935583825456,-79.29759183142335,Protected Lanes,NA
144,2016,43.84163062406471,-79.46743124630768,Shared Roadways,NA
145,2022,43.689307668965775,-79.44309232302942,Protected Lanes,NA
146,2015,43.66387861439027,-79.53749433369842,Shared Roadways,NA
147,2022,43.72391886494588,-79.30198140780442,On-Road Lanes,NA
148,2022,43.633688550887165,-79.47665992507712,Protected Lanes,NA
149,2020,43.83422996439738,-79.3183322132146,Protected Lanes,NA
150,2015,43.60249230866088,-79.4612027937593,On-Road Lanes,NA
151,2019,43.684152980381626,-79.3260658846749,Protected Lanes,NA
152,2021,43.71160249567125,-79.56523972272873,Shared Roadways,NA
153,2015,43.7269149485114,-79.13835058955476,On-Road Lanes,NA
154,2016,43.646059412108734,-79.47305286443327,On-Road Lanes,NA
155,2017,43.68000417845324,-79.19237388752401,Shared Roadways,NA
156,2016,43.6184803001699,-79.16251176700928,Shared Roadways,NA
157,2023,43.63231274607591,-79.55936251185369,Shared Roadways,NA
158,2015,43.66645848856075,-79.36316068191547,Shared Roadways,2016
159,2021,43.59213766079163,-79.48422774137464,Protected Lanes,NA
160,2020,43.83663156862604,-79.45345322276,Protected Lanes,NA
161,2021,43.831108512307985,-79.55094486626797,Protected Lanes,2022
162,2018,43.831511580429506,-79.47440251673572,Protected Lanes,NA
163,2021,43.74581961896736,-79.49822972249706,Protected Lanes,NA
164,2016,43.76108700805577,-79.50662572577596,On-Road Lanes,NA
165,2018,43.79734809016576,-79.1339104470145,On-Road Lanes,NA
166,2018,43.59407804386225,-79.59122297261376,On-Road Lanes,2022
167,2023,43.60093551282771,-79.14261027356144,Protected Lanes,NA
168,2020,43.73773931810865,-79.42955500493292,Protected Lanes,NA
169,2023,43.81686996187317,-79.42073612206616,Protected Lanes,2024
170,2018,43.625053168046286,-79.52451734920498,Shared Roadways,NA
171,2022,43.73492960423231,-79.48725180759095,Protected Lanes,NA
172,2019,43.581840735715815,-79.15967336774804,Shared Roadways,NA
173,2022,43.677200644260736,-79.26239940501284,Protected Lanes,2023
174,2021,43.6104690770898,-79.38209903438576,On-Road Lanes,NA
175,2019,43.76396692334674,-79.29216184269637,Protected Lanes,2021
176,2015,43.611136336093764,-79.47282344918233,Shared Roadways,NA
177,2021,43.68371972194407,-79.51152779208962,Shared Roadways,NA
178,2022,43.84882492490113,-79.57540680526756,Protected Lanes,NA
179,2023,43.58254964626161,-79.55117017252371,On-Road Lanes,NA
180,2019,43.727707660340236,-79.5035614535492,On-Road Lanes,NA
181,2015,43.633526955065314,-79.19131654792466,On-Road Lanes,NA
182,2021,43.81618681863882,-79.55618897115812,On-Road Lanes,NA
183,2016,43.59396727418294,-79.42725891783368,On-Road Lanes,2023
184,2016,43.616383771861436,-79.36942223541439,On-Road Lanes,NA
185,2023,43.59251373153646,-79.43005298451055,Shared Roadways,NA
186,2022,43.59198071390856,-79.44050413172693,Protected Lanes,NA
187,2021,43.80062338798074,-79.20037404774223,Protected Lanes,NA
188,2015,43.60318444368662,-79.60145045421552,Shared Roadways,2020
189,2018,43.734258297837805,-79.21488223074005,On-Road Lanes,2019
190,2017,43.78039291816298,-79.30598268344067,On-Road Lanes,NA
191,2020,43.59877000776352,-79.39855979558081,Shared Roadways,NA
192,2020,43.849162949936,-79.337265585321,Protected Lanes,NA
193,2022,43.72634183278075,-79.48301598115825,Shared Roadways,NA
194,2018,43.692994753674135,-79.37994862173684,Shared Roadways,NA
195,2020,43.7559791529784,-79.54850396537688,Protected Lanes,2021
196,2023,43.817513544117105,-79.19713083794807,On-Road Lanes,NA
197,2015,43.6376672835811,-79.38102944393643,Shared Roadways,NA
198,2022,43.7195311142155,-79.54267264507246,Protected Lanes,NA
199,2022,43.82717785538174,-79.31188403035515,On-Road Lanes,NA
200,2016,43.72970552889164,-79.42053958739154,Shared Roadways,NA
201,2016,43.62931026393315,-79.33027987473645,Shared Roadways,NA
202,2016,43.66634741782443,-79.35677231895272,Protected Lanes,NA
203,2018,43.73015870914329,-79.25055745325983,On-Road Lanes,NA
204,2021,43.69746169616468,-79.52531294152607,Protected Lanes,NA
205,2019,43.683121114938984,-79.40623512980994,Protected Lanes,2020
206,2022,43.76897231437266,-79.29661287426018,Protected Lanes,2023
207,2016,43.600090627737806,-79.43460467341822,On-Road Lanes,NA
208,2018,43.70513954578899,-79.22196544462815,Protected Lanes,NA
209,2021,43.60562190060504,-79.60413300374523,Protected Lanes,NA
210,2016,43.844717496214436,-79.61027421220672,Protected Lanes,NA
211,2023,43.770875897640366,-79.18634812545963,Shared Roadways,NA
212,2017,43.794526505817196,-79.32336482673884,Shared Roadways,NA
213,2021,43.60157360519748,-79.58024037676398,Protected Lanes,NA
214,2015,43.68454345685197,-79.4668052004464,Protected Lanes,NA
215,2015,43.81150101989974,-79.38771286898293,Protected Lanes,NA
216,2022,43.60341448128922,-79.37956212193706,On-Road Lanes,2023
217,2023,43.72548899976071,-79.13846719055903,Shared Roadways,2024
218,2022,43.599438794746526,-79.14865406440106,Protected Lanes,NA
219,2016,43.68646692981012,-79.4832388652768,Shared Roadways,NA
220,2021,43.767205152362585,-79.27260202379432,Protected Lanes,NA
221,2018,43.63152966140769,-79.1437249180209,On-Road Lanes,NA
222,2023,43.63599391632481,-79.26849389379379,On-Road Lanes,NA
223,2020,43.83497749982169,-79.36870746023953,On-Road Lanes,NA
224,2023,43.74962984862737,-79.14989657688886,Protected Lanes,NA
225,2015,43.681188023432625,-79.31262108486146,Shared Roadways,NA
226,2022,43.73063477727119,-79.30182640848682,On-Road Lanes,NA
227,2023,43.72658516403986,-79.26807445066981,Protected Lanes,2024
228,2023,43.719712435652035,-79.19110737264157,On-Road Lanes,NA
229,2021,43.69657193704741,-79.12140938162804,Protected Lanes,NA
230,2018,43.692518747530414,-79.26491275826004,On-Road Lanes,NA
231,2019,43.58777741299244,-79.36003965291195,Shared Roadways,NA
232,2022,43.64507514265366,-79.41874876723625,On-Road Lanes,2023
233,2022,43.68139402626315,-79.41161575727631,Protected Lanes,2023
234,2020,43.81818947323598,-79.45126925025136,Protected Lanes,NA
235,2021,43.68970531479223,-79.26277208386921,On-Road Lanes,2022
236,2017,43.75598418859532,-79.4374481043825,Shared Roadways,NA
237,2019,43.6175396059663,-79.61854221742135,Protected Lanes,NA
238,2020,43.58384760391665,-79.57795788429678,Protected Lanes,NA
239,2023,43.63249411830679,-79.26657577197068,Protected Lanes,2024
240,2020,43.67104253254598,-79.51514004159719,Protected Lanes,NA
241,2015,43.78488556252327,-79.20183543477208,Shared Roadways,NA
242,2015,43.647921992531046,-79.3676660029497,Protected Lanes,NA
243,2018,43.771611487469634,-79.52965482557659,On-Road Lanes,NA
244,2019,43.74903429538011,-79.26177983277478,Protected Lanes,2020
245,2019,43.76099659011932,-79.3351210095035,Shared Roadways,NA
246,2020,43.72752894267906,-79.13868220267352,On-Road Lanes,NA
247,2017,43.647462425709236,-79.12114775320981,On-Road Lanes,NA
248,2022,43.68778431642335,-79.43523216469214,Protected Lanes,2023
249,2023,43.78812594376039,-79.55201139499434,Protected Lanes,NA
250,2020,43.635588964160995,-79.6040141775785,Shared Roadways,2021
251,2022,43.76552472337382,-79.16330386873335,Protected Lanes,NA
252,2018,43.596363828021566,-79.25264892180451,Protected Lanes,NA
253,2023,43.79530312659219,-79.19476855674759,Protected Lanes,NA
254,2016,43.73277579424903,-79.2185304559581,On-Road Lanes,NA
255,2023,43.63561590791447,-79.19072317227722,Shared Roadways,2024
256,2019,43.62152706837048,-79.34919097333216,Protected Lanes,NA
257,2023,43.83618390704039,-79.19527248212137,Protected Lanes,2024
258,2020,43.784417755766775,-79.50056709908415,Protected Lanes,NA
259,2015,43.61733293991769,-79.12221439241432,Shared Roadways,NA
260,2016,43.818148567830214,-79.14381478308235,Shared Roadways,NA
261,2021,43.64487602201523,-79.31733742484823,Protected Lanes,NA
262,2023,43.610818576929155,-79.53155421885197,Shared Roadways,2024
263,2016,43.679202319683974,-79.30063749326393,Shared Roadways,2017
264,2015,43.62867061969591,-79.54033007880673,Shared Roadways,2019
265,2023,43.748039342896085,-79.35681807902176,On-Road Lanes,NA
266,2022,43.82101529262494,-79.59030505619478,Protected Lanes,NA
267,2016,43.76673044053139,-79.30902558321134,Shared Roadways,2023
268,2021,43.80183550836751,-79.42328198836651,Shared Roadways,NA
269,2020,43.77339840866392,-79.43593218410854,Shared Roadways,NA
270,2018,43.65428688797634,-79.2886557631474,Protected Lanes,2019
271,2021,43.809187048657336,-79.36554504430853,On-Road Lanes,NA
272,2015,43.65720694587799,-79.5134433151735,Shared Roadways,NA
273,2023,43.580561541412024,-79.20457268541679,Protected Lanes,NA
274,2021,43.784180474125314,-79.3240070075309,Shared Roadways,2022
275,2021,43.58246143838158,-79.41379758075811,On-Road Lanes,NA
276,2022,43.63853348135715,-79.43472953245976,Protected Lanes,2023
277,2021,43.74050324095646,-79.3168724912731,Protected Lanes,NA
278,2023,43.811557865988,-79.5997211138066,Protected Lanes,NA
279,2022,43.68405010029441,-79.34849285113626,On-Road Lanes,NA
280,2020,43.64799844931811,-79.19396712433547,On-Road Lanes,NA
281,2015,43.73839795703767,-79.59242519981228,On-Road Lanes,2016
282,2020,43.72351068765624,-79.51643047051505,Protected Lanes,NA
283,2016,43.747258481422904,-79.36453313089908,Shared Roadways,NA
284,2021,43.65999248529784,-79.32295073930175,Shared Roadways,NA
285,2021,43.635576419155115,-79.31419944018592,Protected Lanes,NA
286,2021,43.770095932863185,-79.61138948437758,Protected Lanes,NA
287,2020,43.60098656949354,-79.25624777842779,Protected Lanes,NA
288,2018,43.59417602411937,-79.12828523677774,On-Road Lanes,2023
289,2015,43.83789837854216,-79.2678076997446,Shared Roadways,NA
290,2016,43.70766455943929,-79.14744700596668,On-Road Lanes,NA
291,2022,43.83664199391147,-79.18854253064376,Protected Lanes,NA
292,2022,43.74824965456966,-79.45840244996828,Shared Roadways,NA
293,2023,43.79620028426871,-79.174224755615,Shared Roadways,NA
294,2020,43.84554339830531,-79.19307933538687,Protected Lanes,NA
295,2018,43.643388416613455,-79.31275996612851,On-Road Lanes,NA
296,2016,43.77522535063792,-79.31188956334256,Protected Lanes,NA
297,2020,43.62190005185082,-79.16438058636152,Shared Roadways,NA
298,2021,43.84733979081968,-79.43636495410931,On-Road Lanes,NA
299,2019,43.723019031891596,-79.50989463320468,Protected Lanes,2020
300,2020,43.60953086212743,-79.36335233436432,On-Road Lanes,NA
301,2020,43.61230909502134,-79.45282846049406,Protected Lanes,2021
302,2016,43.59067748621572,-79.47962312866468,Shared Roadways,NA
303,2022,43.62477193025872,-79.51878686377779,On-Road Lanes,2023
304,2015,43.63791907756589,-79.15147757891566,On-Road Lanes,NA
305,2022,43.776579250141516,-79.13311237248593,On-Road Lanes,2023
306,2023,43.71152876807377,-79.5158133761771,On-Road Lanes,2024
307,2021,43.76920362384524,-79.28672537266277,Protected Lanes,NA
308,2015,43.7971480982285,-79.22002527025063,Shared Roadways,2021
309,2018,43.77860941232182,-79.27611654974055,On-Road Lanes,NA
310,2023,43.81150016915752,-79.61130368907936,Shared Roadways,NA
311,2017,43.77900509200525,-79.269976189830345,Shared Roadways,NA
312,2022,43.74950825906359,-79.48234030139167,On-Road Lanes,NA
313,2017,43.74195595172001,-79.13912572432776,On-Road Lanes,NA
314,2023,43.754242878386286,-79.56501755246893,On-Road Lanes,NA
315,2022,43.74803619490471,-79.17024492321536,Shared Roadways,NA
316,2023,43.806807325973644,-79.34030184103642,Protected Lanes,NA
317,2023,43.639726204595064,-79.30865799880587,Protected Lanes,NA
318,2019,43.81150310441619,-79.2005452427594,Protected Lanes,NA
319,2022,43.6720992870233,-79.398329264489007,Protected Lanes,2023
320,2022,43.6226613149466,-79.46592151863035,Protected Lanes,NA
321,2017,43.789280960503966,-79.61949263851159,Protected Lanes,NA
322,2020,43.831588767385114,-79.49321930972394,On-Road Lanes,NA
323,2019,43.68109075982822,-79.2793906841008,Protected Lanes,2020
324,2020,43.828436733838174,-79.45588916272857,On-Road Lanes,NA
325,2020,43.750691249151714,-79.31646090478637,Shared Roadways,NA
326,2015,43.80086283498211,-79.34618393437006,Shared Roadways,NA
327,2017,43.810509828773796,-79.49945547315758,Protected Lanes,2020
328,2020,43.592788250893356,-79.25268165348564,Shared Roadways,2023
329,2020,43.73466970371082,-79.25861711637583,On-Road Lanes,NA
330,2021,43.66000700505916,-79.27627352648881,Protected Lanes,NA
331,2015,43.666418972581155,-79.57869212632534,On-Road Lanes,NA
332,2016,43.705311748322565,-79.1544358952716,Shared Roadways,NA
333,2023,43.839633381264285,-79.35242196300999,Shared Roadways,2024
334,2022,43.805923963799145,-79.53547904838808,On-Road Lanes,NA
335,2023,43.62594062237069,-79.47980039916467,Shared Roadways,NA
336,2015,43.691010823075196,-79.32842865819578,Shared Roadways,NA
337,2021,43.76890748741338,-79.19679477450438,On-Road Lanes,NA
338,2020,43.6291166275111,-79.42859608086758,Shared Roadways,NA
339,2016,43.75200259513687,-79.2655720094964,Protected Lanes,NA
340,2018,43.66520361304982,-79.4571284196619,On-Road Lanes,NA
341,2021,43.67060351284919,-79.57017611095682,Protected Lanes,NA
342,2020,43.64588140720269,-79.53525947931223,Protected Lanes,NA
343,2018,43.67717824867461,-79.15761560691055,Protected Lanes,NA
344,2022,43.75908491571667,-79.61693790520542,Protected Lanes,2023
345,2023,43.687696509743105,-79.55353302904871,On-Road Lanes,2024
346,2019,43.72391800477402,-79.44464945700486,Protected Lanes,NA
347,2023,43.583268063017165,-79.29260932852515,Protected Lanes,2024
348,2023,43.73849439378828,-79.3511416650191,On-Road Lanes,NA
349,2023,43.76479190849932,-79.21607692575083,Protected Lanes,2024
350,2015,43.59378115676809,-79.39708714792971,On-Road Lanes,NA
351,2016,43.58291607444407,-79.2276613572659,Shared Roadways,NA
352,2017,43.59788299204316,-79.32889277069364,On-Road Lanes,NA
353,2020,43.6730785153294,-79.44367634016555,Protected Lanes,NA
354,2015,43.725213904881386,-79.22798161115963,On-Road Lanes,NA
355,2018,43.686094439122826,-79.51996344374959,Protected Lanes,NA
356,2023,43.7962210142659,-79.17260846833699,On-Road Lanes,2024
357,2023,43.603502142501526,-79.61374303338118,On-Road Lanes,NA
358,2022,43.79410105826566,-79.37029961450492,Shared Roadways,NA
359,2019,43.67711011788342,-79.18540101312567,Shared Roadways,NA
360,2016,43.80264287165832,-79.31927430665121,On-Road Lanes,NA
361,2022,43.73357278983807,-79.28509671392851,On-Road Lanes,NA
362,2023,43.71635334636085,-79.28077460988891,On-Road Lanes,NA
363,2015,43.5981159489369,-79.37726013118402,On-Road Lanes,NA
364,2022,43.713951736285814,-79.36608087621164,On-Road Lanes,NA
365,2020,43.690010340986774,-79.46658777574078,Shared Roadways,2022
366,2019,43.68625389554771,-79.31717592478265,Shared Roadways,NA
367,2020,43.79671544492245,-79.32187151269056,On-Road Lanes,NA
368,2016,43.68165011884412,-79.35406745283865,Shared Roadways,NA
369,2017,43.68386814015685,-79.55390676612035,Shared Roadways,2018
370,2021,43.808465619508645,-79.32760963892099,Protected Lanes,NA
371,2021,43.68395547604654,-79.12504305493087,Shared Roadways,NA
372,2017,43.641928164588755,-79.52336296113674,Shared Roadways,NA
373,2021,43.627333150084596,-79.13926913356875,On-Road Lanes,NA
374,2015,43.78474642930087,-79.3817979333736,Shared Roadways,NA
375,2018,43.83673681479879,-79.26251355570741,On-Road Lanes,NA
376,2020,43.81818226817297,-79.5136890445184,Shared Roadways,NA
377,2020,43.71969250289956,-79.18577880145051,Protected Lanes,2021
378,2017,43.84917583912378,-79.47453989240341,Shared Roadways,2020
379,2015,43.77594939135714,-79.20615273959004,Shared Roadways,NA
380,2022,43.74959213603521,-79.17443859926891,Shared Roadways,NA
381,2020,43.5887065196759,-79.48218774644658,Protected Lanes,2021
382,2020,43.760718502711974,-79.34046503913589,On-Road Lanes,NA
383,2022,43.68250352166593,-79.23173540446908,Protected Lanes,2023
384,2015,43.71134459819412,-79.17915381852538,Shared Roadways,NA
385,2023,43.78443088446744,-79.39600395481568,Protected Lanes,NA
386,2022,43.66179269713117,-79.47811364499387,On-Road Lanes,NA
387,2020,43.79683071970707,-79.15936343861279,Protected Lanes,NA
388,2022,43.812483555621,-79.2934702854883,Shared Roadways,2023
389,2017,43.68110747770174,-79.61891810235568,On-Road Lanes,2018
390,2017,43.70995038301451,-79.49117039016448,On-Road Lanes,NA
391,2023,43.844142366941085,-79.36528819625266,Protected Lanes,NA
392,2017,43.62657108823536,-79.51620655972977,Shared Roadways,NA
393,2021,43.68880469178548,-79.26143449009862,On-Road Lanes,NA
394,2022,43.59029664859874,-79.33779525978491,Protected Lanes,NA
395,2017,43.60358866404742,-79.1532347493386,On-Road Lanes,NA
396,2019,43.66957375065656,-79.15485218121205,On-Road Lanes,NA
397,2022,43.660437304601075,-79.40545572212898,Protected Lanes,NA
398,2018,43.754677289691756,-79.58096026152373,Shared Roadways,NA
399,2023,43.67918280724203,-79.18056076625828,On-Road Lanes,NA
400,2015,43.67874767243163,-79.18444088963327,Shared Roadways,NA
401,2019,43.72823360655457,-79.29412308568601,Protected Lanes,NA
402,2016,43.687431487543506,-79.26148476091214,Protected Lanes,NA
403,2019,43.721406453822276,-79.21428327821661,Protected Lanes,NA
404,2015,43.814596897733864,-79.30853539018892,On-Road Lanes,2021
405,2017,43.71769378297729,-79.12822885206435,On-Road Lanes,NA
406,2016,43.81996038139099,-79.36172906682361,On-Road Lanes,NA
407,2017,43.81684304401977,-79.36592641543132,Shared Roadways,2018
408,2022,43.74114318417618,-79.23953691579402,Protected Lanes,NA
409,2018,43.67420907680178,-79.4277556147473,On-Road Lanes,NA
410,2017,43.84889151451178,-79.48763069382869,Shared Roadways,NA
411,2018,43.76459738493664,-79.13930964377244,Shared Roadways,NA
412,2022,43.65658475238597,-79.18271498720162,Shared Roadways,NA
413,2016,43.79451371865813,-79.48750786588528,Shared Roadways,NA
414,2016,43.763341746504885,-79.29108301678673,Shared Roadways,NA
415,2020,43.82285492255818,-79.35575520387385,On-Road Lanes,NA
416,2021,43.831174445552755,-79.26888323505875,Shared Roadways,NA
417,2017,43.74770609894069,-79.49875333393459,Shared Roadways,NA
418,2016,43.73211630608654,-79.58584075596184,Shared Roadways,NA
