TripID,Date,start_station,end_station,start_lon,start_lat,end_lon,end_lat
30,2023-11-05,206,289,-79.37379148614593,43.841419617803766,-79.35032377462369,43.7956992569496
31,2021-08-04,197,53,-79.50964988105,43.64948113810504,-79.458671313948,43.798117337590085
32,2021-07-24,248,28,-79.44470283226576,43.81248384863138,-79.43743149156683,43.77618405149551
33,2020-11-19,152,177,-79.30198471539654,43.717114449278455,-79.26372915169225,43.658755457457154
34,2016-10-22,42,229,-79.3673009901587,43.58819510233821,-79.31945870211814,43.68513066266663
35,2015-09-11,225,93,-79.28236419556663,43.604451041624415,-79.59686117270496,43.613522911360484
36,2021-11-16,137,28,-79.18010215508286,43.77690915411804,-79.43743149156683,43.77618405149551
37,2020-09-28,230,137,-79.5566526848171,43.710771844876,-79.18010215508286,43.77690915411804
38,2021-09-20,22,175,-79.22550590895582,43.838069496289826,-79.24286310468335,43.58733359989477
39,2023-02-07,155,173,-79.13607735443395,43.73016392078018,-79.19108928251546,43.62899801702238
40,2018-03-17,247,107,-79.55512099061627,43.74418575794669,-79.53653946938459,43.687397587921005
41,2020-03-22,29,184,-79.3807682129601,43.74676519879373,-79.22349681635853,43.80067137504695
42,2016-02-17,267,158,-79.59010349261109,43.68252619448351,-79.33358482236974,43.6380235944502
43,2017-12-08,36,81,-79.25555688632187,43.83740331069333,-79.29638540163171,43.83811756476527
44,2020-10-28,171,115,-79.13585144188721,43.619715293094046,-79.40844532778021,43.709019301261286
45,2017-12-08,198,145,-79.61891818105244,43.80913013027515,-79.38625716476702,43.682965786370914
46,2021-01-09,259,291,-79.51283944491763,43.73199409504654,-79.2050579784019,43.656468671932814
47,2017-09-09,99,37,-79.34336557321251,43.831234314972534,-79.39920883102343,43.79226037177257
48,2018-05-16,212,98,-79.34184882394504,43.58913928506896,-79.60354194837157,43.79808844504412
49,2019-04-23,164,104,-79.20711965847761,43.81791249123402,-79.21612160420511,43.659532686632595
50,2021-05-07,53,271,-79.458671313948,43.798117337590085,-79.43467775651254,43.628708854438734
51,2022-05-27,62,272,-79.24794645235409,43.74362887867493,-79.35121760110371,43.75714320859872
52,2023-04-23,94,83,-79.4381556708878,43.6522185185249,-79.61134546483402,43.679304238639304
53,2019-02-08,205,61,-79.49197840493173,43.63850856805686,-79.29230246809777,43.675170604477174
54,2020-05-04,164,47,-79.20711965847761,43.81791249123402,-79.40596795955673,43.604570832201276
55,2022-01-27,73,207,-79.44572882471141,43.81739087291062,-79.33457433630713,43.788448457790075
56,2023-09-12,34,37,-79.61587741517462,43.63302175468998,-79.39920883102343,43.79226037177257
57,2022-10-24,59,19,-79.4624515175866,43.740133506930434,-79.52033709513955,43.66021453448571
58,2020-12-29,4,124,-79.45666593173985,43.67824372186092,-79.35943054222037,43.73059004732873
59,2018-09-09,36,168,-79.25555688632187,43.83740331069333,-79.2419558295561,43.646370884091596
60,2020-02-06,140,190,-79.43367480545305,43.83580095240614,-79.12844768760726,43.77349288851256
61,2021-05-27,92,36,-79.51422235090752,43.65691925865598,-79.25555688632187,43.83740331069333
62,2023-07-02,283,66,-79.129989170474,43.64278522328241,-79.51183045504615,43.582594224386845
63,2018-11-06,146,104,-79.13276579254773,43.768216631424146,-79.21612160420511,43.659532686632595
64,2022-07-27,242,102,-79.46248725837097,43.70639142933767,-79.21741127269809,43.634004070763474
65,2022-05-19,72,166,-79.14527832367924,43.5874269020441,-79.23300602951088,43.79111012183829
66,2020-11-22,101,202,-79.20639689872507,43.66144465096528,-79.23023093282711,43.64495085306931
67,2019-03-16,297,253,-79.36411787872669,43.81692547561601,-79.43619268970099,43.82317170116585
68,2023-04-13,149,106,-79.37854653387797,43.5921771667758,-79.2054931275826,43.744572152136826
69,2021-12-30,103,106,-79.49568743422162,43.61474016461521,-79.2054931275826,43.744572152136826
70,2015-05-23,252,125,-79.52629605343566,43.6647561574704,-79.31328054762446,43.70367287136148
71,2022-08-11,270,258,-79.39393209887669,43.61743476313073,-79.59825954621658,43.76393967790762
72,2022-12-26,29,256,-79.3807682129601,43.74676519879373,-79.14503519761377,43.74789576957002
73,2017-09-25,269,79,-79.45353555807844,43.79675480481004,-79.52187042206526,43.82189146520104
74,2015-06-02,102,226,-79.21741127269809,43.634004070763474,-79.37809766713065,43.66184507206082
75,2018-10-18,58,48,-79.43381259171758,43.62174515352584,-79.41701890761499,43.80021397968289
76,2022-11-08,162,190,-79.56414861768019,43.58174896336859,-79.12844768760726,43.77349288851256
77,2020-11-15,241,102,-79.48341208615341,43.84181993278442,-79.21741127269809,43.634004070763474
78,2018-08-31,218,239,-79.45539885526989,43.63852398269111,-79.21140925551765,43.62574547236552
79,2023-06-28,58,286,-79.43381259171758,43.62174515352584,-79.30336884584278,43.63838322153548
80,2018-04-10,181,93,-79.56897998031229,43.79294239570852,-79.59686117270496,43.613522911360484
81,2017-01-01,29,68,-79.3807682129601,43.74676519879373,-79.30382570729591,43.76697670308873
82,2015-08-10,154,164,-79.53162200982217,43.77871263765963,-79.20711965847761,43.81791249123402
83,2022-10-21,92,273,-79.51422235090752,43.65691925865598,-79.29841620871332,43.68997614319902
84,2016-02-26,274,192,-79.58456247149036,43.60730410532094,-79.44854263286572,43.766576232896185
85,2023-02-01,261,204,-79.41437125718687,43.844400562646335,-79.27639132272918,43.727708354550415
86,2020-05-03,106,207,-79.2054931275826,43.744572152136826,-79.33457433630713,43.788448457790075
87,2018-10-03,270,80,-79.39393209887669,43.61743476313073,-79.3399554668041,43.768033101942855
88,2015-02-15,235,267,-79.40422787284945,43.611104325794145,-79.59010349261109,43.68252619448351
89,2018-02-27,265,256,-79.61488155066502,43.708547465407754,-79.14503519761377,43.74789576957002
90,2017-03-27,25,71,-79.23693677993026,43.6662808936555,-79.49552865315229,43.75610472882865
91,2022-06-11,85,136,-79.55451416783501,43.58654290318023,-79.1448329776805,43.68603002159856
92,2016-08-13,34,75,-79.61587741517462,43.63302175468998,-79.5904545448767,43.784676539001524
93,2016-06-15,89,46,-79.21845030831639,43.84127028309275,-79.2201187984366,43.58775811095722
94,2017-03-12,138,195,-79.30631033261773,43.81524853880052,-79.24671067926568,43.73616617297521
95,2017-01-15,113,171,-79.2969610849442,43.61097174057737,-79.13585144188721,43.619715293094046
96,2021-07-21,277,180,-79.46980310522952,43.71564946338535,-79.41530292202253,43.690208214649466
97,2021-01-10,125,53,-79.31328054762446,43.70367287136148,-79.458671313948,43.798117337590085
98,2023-05-31,185,274,-79.34088084847201,43.608906907052734,-79.58456247149036,43.60730410532094
99,2021-07-21,78,135,-79.51576591795776,43.594604967427436,-79.21728393238038,43.82066198421642
100,2019-02-14,22,270,-79.22550590895582,43.838069496289826,-79.39393209887669,43.61743476313073
101,2019-04-30,24,212,-79.56602894212585,43.772160846162585,-79.34184882394504,43.58913928506896
102,2018-11-03,150,247,-79.1311602524994,43.78725090041524,-79.55512099061627,43.74418575794669
103,2015-07-13,149,78,-79.37854653387797,43.5921771667758,-79.51576591795776,43.594604967427436
104,2022-12-02,219,149,-79.45035243104678,43.75813202967867,-79.37854653387797,43.5921771667758
105,2020-02-22,65,19,-79.49169228622225,43.7867026597634,-79.52033709513955,43.66021453448571
106,2020-11-28,202,42,-79.23023093282711,43.64495085306931,-79.3673009901587,43.58819510233821
107,2016-10-12,131,20,-79.2412663872866,43.79531903703697,-79.14778872288764,43.60003359921742
108,2019-05-28,204,236,-79.27639132272918,43.727708354550415,-79.53272229899187,43.63833463675575
109,2022-03-15,246,68,-79.13781220501289,43.83737141015474,-79.30382570729591,43.76697670308873
110,2021-06-04,268,291,-79.42138450372033,43.79652292440413,-79.2050579784019,43.656468671932814
111,2018-12-10,203,147,-79.3307861317927,43.78652123290347,-79.30661684612744,43.81953009316465
112,2017-09-19,114,247,-79.41626832169015,43.6182012026594,-79.55512099061627,43.74418575794669
113,2022-04-06,267,156,-79.59010349261109,43.68252619448351,-79.5348516273126,43.841688024238685
114,2022-01-24,238,126,-79.23244256258943,43.81284015931189,-79.19141757674981,43.82383304005256
115,2020-05-26,286,216,-79.30336884584278,43.63838322153548,-79.36797041493003,43.62451343733119
116,2021-01-07,255,121,-79.21328415826895,43.77468505093828,-79.44607839186676,43.82958444172982
117,2023-05-18,4,68,-79.45666593173985,43.67824372186092,-79.30382570729591,43.76697670308873
118,2017-11-02,122,19,-79.32396379171871,43.80242434771033,-79.52033709513955,43.66021453448571
119,2023-07-05,40,164,-79.59785636177287,43.6636092582019,-79.20711965847761,43.81791249123402
120,2020-01-10,59,291,-79.4624515175866,43.740133506930434,-79.2050579784019,43.656468671932814
121,2019-01-26,155,55,-79.13607735443395,43.73016392078018,-79.22423396783881,43.604664671274364
122,2022-05-03,32,197,-79.54928751697764,43.79898378361715,-79.50964988105,43.64948113810504
123,2021-12-25,225,37,-79.28236419556663,43.604451041624415,-79.39920883102343,43.79226037177257
124,2022-09-16,115,90,-79.40844532778021,43.709019301261286,-79.42421319114976,43.61590553642483
125,2015-04-08,216,125,-79.36797041493003,43.62451343733119,-79.31328054762446,43.70367287136148
126,2020-01-12,132,49,-79.59219759353903,43.84099327569362,-79.23899855651428,43.60650152945891
127,2015-01-29,209,39,-79.42210290011019,43.839946798519236,-79.49412622896955,43.62336078227265
128,2020-08-04,71,273,-79.49552865315229,43.75610472882865,-79.29841620871332,43.68997614319902
129,2022-09-24,128,248,-79.28121374850627,43.80411766343517,-79.44470283226576,43.81248384863138
130,2021-01-31,35,180,-79.34852211177815,43.62857600047719,-79.41530292202253,43.690208214649466
131,2015-03-14,38,155,-79.23143318435643,43.658491014803296,-79.13607735443395,43.73016392078018
132,2018-01-15,88,233,-79.31791165995412,43.61275038135238,-79.53272299655248,43.68055920417188
133,2017-06-15,270,36,-79.39393209887669,43.61743476313073,-79.25555688632187,43.83740331069333
134,2018-01-20,168,194,-79.2419558295561,43.646370884091596,-79.1637247910304,43.78805545228999
135,2019-08-18,124,262,-79.35943054222037,43.73059004732873,-79.47494069824927,43.707649642501494
136,2020-06-20,41,40,-79.27043044264894,43.640227191932496,-79.59785636177287,43.6636092582019
137,2022-08-17,38,235,-79.23143318435643,43.658491014803296,-79.40422787284945,43.611104325794145
138,2021-09-16,221,76,-79.41310749319848,43.772399546902165,-79.37123641535175,43.76020015930291
139,2020-09-22,45,168,-79.16274984123186,43.713894937408625,-79.2419558295561,43.646370884091596
140,2020-12-18,212,261,-79.34184882394504,43.58913928506896,-79.41437125718687,43.844400562646335
141,2018-06-01,189,189,-79.25216342835222,43.75787478479557,-79.25216342835222,43.75787478479557
142,2018-10-28,22,32,-79.22550590895582,43.838069496289826,-79.54928751697764,43.79898378361715
143,2015-03-15,160,186,-79.4699189997092,43.59829804240959,-79.53116618609522,43.60505565587664
144,2023-01-18,59,17,-79.4624515175866,43.740133506930434,-79.6016665193066,43.76328199369833
145,2021-03-03,127,170,-79.22290025651921,43.840616407641214,-79.17660326685757,43.68355692139128
146,2020-05-16,156,138,-79.5348516273126,43.841688024238685,-79.30631033261773,43.81524853880052
147,2020-11-25,289,242,-79.35032377462369,43.7956992569496,-79.46248725837097,43.70639142933767
148,2015-01-08,71,141,-79.49552865315229,43.75610472882865,-79.53844202112407,43.60231819392182
149,2015-04-28,194,136,-79.1637247910304,43.78805545228999,-79.1448329776805,43.68603002159856
150,2015-09-11,223,141,-79.20106202504132,43.84101741387742,-79.53844202112407,43.60231819392182
151,2015-03-27,202,219,-79.23023093282711,43.64495085306931,-79.45035243104678,43.75813202967867
152,2015-06-18,188,38,-79.60348779545632,43.789000396181365,-79.23143318435643,43.658491014803296
153,2016-11-16,71,208,-79.49552865315229,43.75610472882865,-79.24096023117193,43.600217695483
154,2018-08-16,206,52,-79.37379148614593,43.841419617803766,-79.61367070011795,43.77276849380461
155,2016-07-08,144,251,-79.14140130836051,43.68121682381956,-79.39482081379276,43.78632279610262
156,2023-04-06,154,261,-79.53162200982217,43.77871263765963,-79.41437125718687,43.844400562646335
157,2023-06-04,157,189,-79.18440632988234,43.77232297237031,-79.25216342835222,43.75787478479557
158,2023-03-09,136,279,-79.1448329776805,43.68603002159856,-79.44539787387941,43.698941204899455
159,2023-10-02,174,160,-79.17750242026989,43.75343666733475,-79.4699189997092,43.59829804240959
160,2020-06-15,172,264,-79.54552257119678,43.59945144102676,-79.14376023726538,43.72133495275164
161,2018-01-04,141,53,-79.53844202112407,43.60231819392182,-79.458671313948,43.798117337590085
162,2016-08-18,124,149,-79.35943054222037,43.73059004732873,-79.37854653387797,43.5921771667758
163,2018-07-31,298,274,-79.12910994247534,43.83521735078888,-79.58456247149036,43.60730410532094
164,2020-12-21,69,296,-79.33419865824283,43.83268943689531,-79.368228754499,43.72832297208021
165,2019-12-26,102,44,-79.21741127269809,43.634004070763474,-79.53830917471089,43.653383937797045
166,2017-12-22,157,137,-79.18440632988234,43.77232297237031,-79.18010215508286,43.77690915411804
167,2020-06-17,119,20,-79.32548602484633,43.62688598512672,-79.14778872288764,43.60003359921742
168,2023-02-23,177,185,-79.26372915169225,43.658755457457154,-79.34088084847201,43.608906907052734
169,2016-06-26,186,16,-79.53116618609522,43.60505565587664,-79.57234661642462,43.59847623622277
170,2021-05-02,243,233,-79.31794394727797,43.783719101904424,-79.53272299655248,43.68055920417188
171,2020-09-23,295,134,-79.24191748875194,43.72751623101998,-79.23744909558911,43.6709644192853
172,2017-08-08,169,176,-79.16097835940775,43.79887932859128,-79.408882626337,43.83759761743713
173,2017-02-15,215,157,-79.4837341868598,43.68105653689476,-79.18440632988234,43.77232297237031
174,2022-03-29,97,146,-79.16126048844774,43.62542272510938,-79.13276579254773,43.768216631424146
175,2019-02-18,160,101,-79.4699189997092,43.59829804240959,-79.20639689872507,43.66144465096528
176,2017-10-06,127,238,-79.22290025651921,43.840616407641214,-79.23244256258943,43.81284015931189
177,2023-07-10,132,142,-79.59219759353903,43.84099327569362,-79.43289759546053,43.628746667990924
178,2020-07-12,88,257,-79.31791165995412,43.61275038135238,-79.59330125351437,43.709393216893076
179,2019-09-02,258,155,-79.59825954621658,43.76393967790762,-79.13607735443395,43.73016392078018
180,2015-04-08,120,285,-79.19894827157725,43.79514930060599,-79.20488971635234,43.79351436712081
181,2022-05-18,14,32,-79.4050465241354,43.629073264740875,-79.54928751697764,43.79898378361715
182,2015-03-16,157,5,-79.18440632988234,43.77232297237031,-79.6159926008014,43.718416315959765
183,2018-11-23,58,255,-79.43381259171758,43.62174515352584,-79.21328415826895,43.77468505093828
184,2023-03-12,297,63,-79.36411787872669,43.81692547561601,-79.15912932123058,43.65881085584406
185,2020-08-13,162,264,-79.56414861768019,43.58174896336859,-79.14376023726538,43.72133495275164
186,2019-07-14,48,214,-79.41701890761499,43.80021397968289,-79.5299874222884,43.676828021935655
187,2019-01-01,179,282,-79.30823942670133,43.656776257897725,-79.32935312157963,43.70776876250515
188,2020-09-22,127,123,-79.22290025651921,43.840616407641214,-79.47883876355365,43.63230415032944
189,2015-12-10,116,226,-79.19129112014082,43.82168702171883,-79.37809766713065,43.66184507206082
190,2023-09-14,163,75,-79.56042284786702,43.624777131774465,-79.5904545448767,43.784676539001524
191,2017-12-25,188,83,-79.60348779545632,43.789000396181365,-79.61134546483402,43.679304238639304
192,2023-02-01,224,20,-79.53723787970841,43.61989442817401,-79.14778872288764,43.60003359921742
193,2023-11-11,20,108,-79.14778872288764,43.60003359921742,-79.45434424165171,43.743358563617804
194,2016-03-21,73,100,-79.44572882471141,43.81739087291062,-79.61150739505422,43.755273265701256
195,2018-05-29,220,162,-79.37770165165887,43.62090840791352,-79.56414861768019,43.58174896336859
196,2015-03-21,229,186,-79.31945870211814,43.68513066266663,-79.53116618609522,43.60505565587664
197,2018-06-13,262,43,-79.47494069824927,43.707649642501494,-79.52618882793934,43.62833952230401
198,2016-08-08,153,102,-79.27289272577502,43.63116411772557,-79.21741127269809,43.634004070763474
199,2018-12-02,155,104,-79.13607735443395,43.73016392078018,-79.21612160420511,43.659532686632595
200,2023-02-08,79,132,-79.52187042206526,43.82189146520104,-79.59219759353903,43.84099327569362
201,2022-05-10,172,290,-79.54552257119678,43.59945144102676,-79.32647024700884,43.59558944760356
202,2016-05-18,292,177,-79.26712100336329,43.76376046852209,-79.26372915169225,43.658755457457154
203,2018-01-28,78,195,-79.51576591795776,43.594604967427436,-79.24671067926568,43.73616617297521
204,2016-01-28,124,267,-79.35943054222037,43.73059004732873,-79.59010349261109,43.68252619448351
205,2022-09-05,134,187,-79.23744909558911,43.6709644192853,-79.59718797717244,43.64419490181608
206,2023-05-30,199,224,-79.51537724130787,43.80033963172464,-79.53723787970841,43.61989442817401
207,2021-07-10,35,280,-79.34852211177815,43.62857600047719,-79.57007013995201,43.77085313737858
208,2019-05-29,72,35,-79.14527832367924,43.5874269020441,-79.34852211177815,43.62857600047719
209,2018-08-14,69,143,-79.33419865824283,43.83268943689531,-79.52337516716682,43.63766362802358
210,2016-07-01,77,143,-79.33697319461965,43.76907737874193,-79.52337516716682,43.63766362802358
211,2015-02-15,71,31,-79.49552865315229,43.75610472882865,-79.57532053988427,43.73001442123903
212,2018-01-19,286,201,-79.30336884584278,43.63838322153548,-79.3510611314606,43.67114732879912
213,2018-03-16,267,206,-79.59010349261109,43.68252619448351,-79.37379148614593,43.841419617803766
214,2021-11-25,279,199,-79.44539787387941,43.698941204899455,-79.51537724130787,43.80033963172464
215,2021-02-04,9,145,-79.39447147888598,43.61765498145949,-79.38625716476702,43.682965786370914
216,2018-02-09,231,239,-79.25191458012443,43.64414030086249,-79.21140925551765,43.62574547236552
217,2021-05-10,130,38,-79.21370497602504,43.5809386931709,-79.23143318435643,43.658491014803296
218,2016-11-25,156,56,-79.5348516273126,43.841688024238685,-79.4118934407644,43.69753392828395
219,2023-03-19,68,23,-79.30382570729591,43.76697670308873,-79.51459860697389,43.64656749839429
220,2016-05-26,43,271,-79.52618882793934,43.62833952230401,-79.43467775651254,43.628708854438734
221,2016-03-04,134,275,-79.23744909558911,43.6709644192853,-79.15759065829218,43.615221563822125
222,2020-12-07,299,133,-79.45533089479898,43.841275221395776,-79.24392266164534,43.764289510236125
223,2023-01-19,206,278,-79.37379148614593,43.841419617803766,-79.60250761756208,43.69691724132514
224,2022-05-21,174,230,-79.17750242026989,43.75343666733475,-79.5566526848171,43.710771844876
225,2019-07-25,198,287,-79.61891818105244,43.80913013027515,-79.57761396933813,43.821932516703384
226,2023-10-20,5,241,-79.6159926008014,43.718416315959765,-79.48341208615341,43.84181993278442
227,2017-02-13,186,6,-79.53116618609522,43.60505565587664,-79.26203680562787,43.834825035224206
228,2021-02-19,192,5,-79.44854263286572,43.766576232896185,-79.6159926008014,43.718416315959765
229,2018-11-02,280,24,-79.57007013995201,43.77085313737858,-79.56602894212585,43.772160846162585
230,2022-06-17,210,135,-79.40902770695277,43.62988692426588,-79.21728393238038,43.82066198421642
231,2021-08-03,80,51,-79.3399554668041,43.768033101942855,-79.58223409054801,43.73780764025869
232,2020-03-20,107,39,-79.53653946938459,43.687397587921005,-79.49412622896955,43.62336078227265
233,2017-10-04,190,164,-79.12844768760726,43.77349288851256,-79.20711965847761,43.81791249123402
234,2021-01-10,274,208,-79.58456247149036,43.60730410532094,-79.24096023117193,43.600217695483
235,2020-08-18,136,267,-79.1448329776805,43.68603002159856,-79.59010349261109,43.68252619448351
236,2022-03-30,171,266,-79.13585144188721,43.619715293094046,-79.16705252265558,43.669244968430135
237,2018-09-06,14,3,-79.4050465241354,43.629073264740875,-79.5749289175775,43.60450657950714
238,2021-04-10,69,289,-79.33419865824283,43.83268943689531,-79.35032377462369,43.7956992569496
239,2020-08-06,12,149,-79.38254418981262,43.83377784862649,-79.37854653387797,43.5921771667758
240,2016-05-23,11,116,-79.6164297937695,43.62392710973043,-79.19129112014082,43.82168702171883
241,2021-01-19,290,155,-79.32647024700884,43.59558944760356,-79.13607735443395,43.73016392078018
242,2023-11-13,28,45,-79.43743149156683,43.77618405149551,-79.16274984123186,43.713894937408625
243,2018-12-07,290,273,-79.32647024700884,43.59558944760356,-79.29841620871332,43.68997614319902
244,2021-10-01,16,277,-79.57234661642462,43.59847623622277,-79.46980310522952,43.71564946338535
245,2016-11-24,167,169,-79.56981458503753,43.82621766401222,-79.16097835940775,43.79887932859128
246,2023-09-15,126,68,-79.19141757674981,43.82383304005256,-79.30382570729591,43.76697670308873
247,2016-02-16,234,9,-79.52258647187148,43.6521028928319,-79.39447147888598,43.61765498145949
248,2022-10-17,55,228,-79.22423396783881,43.604664671274364,-79.39969044109341,43.7695735610486
249,2022-11-27,250,72,-79.22306046821643,43.73079516081838,-79.14527832367924,43.5874269020441
250,2022-04-02,130,281,-79.21370497602504,43.5809386931709,-79.36982369493228,43.723418440683744
251,2016-09-26,133,61,-79.24392266164534,43.764289510236125,-79.29230246809777,43.675170604477174
252,2023-11-15,238,79,-79.23244256258943,43.81284015931189,-79.52187042206526,43.82189146520104
253,2015-07-25,144,160,-79.14140130836051,43.68121682381956,-79.4699189997092,43.59829804240959
254,2016-08-26,172,181,-79.54552257119678,43.59945144102676,-79.56897998031229,43.79294239570852
255,2019-01-14,43,186,-79.52618882793934,43.62833952230401,-79.53116618609522,43.60505565587664
256,2019-07-19,96,294,-79.36115361308214,43.843346077695024,-79.15922009875533,43.80079222463537
257,2019-11-02,75,29,-79.5904545448767,43.784676539001524,-79.3807682129601,43.74676519879373
258,2015-05-12,264,142,-79.14376023726538,43.72133495275164,-79.43289759546053,43.628746667990924
259,2023-04-29,192,233,-79.44854263286572,43.766576232896185,-79.53272299655248,43.68055920417188
260,2021-12-09,112,240,-79.46614885330666,43.61088480463018,-79.31521871278994,43.77555851381272
261,2022-06-16,182,148,-79.36109770427458,43.63711645153817,-79.30195634020959,43.811659313146954
262,2015-12-04,186,63,-79.53116618609522,43.60505565587664,-79.15912932123058,43.65881085584406
263,2022-04-23,221,240,-79.41310749319848,43.772399546902165,-79.31521871278994,43.77555851381272
264,2022-10-01,268,62,-79.42138450372033,43.79652292440413,-79.24794645235409,43.74362887867493
265,2020-09-06,259,253,-79.51283944491763,43.73199409504654,-79.43619268970099,43.82317170116585
266,2019-01-23,19,118,-79.52033709513955,43.66021453448571,-79.17740562686697,43.79873654025141
267,2016-01-22,278,135,-79.60250761756208,43.69691724132514,-79.21728393238038,43.82066198421642
268,2022-12-09,64,166,-79.54167383653578,43.80076082116459,-79.23300602951088,43.79111012183829
269,2023-03-12,185,254,-79.34088084847201,43.608906907052734,-79.33301878523082,43.712349321357905
270,2023-12-12,212,87,-79.34184882394504,43.58913928506896,-79.47191033105366,43.687151989776176
271,2023-01-07,231,54,-79.25191458012443,43.64414030086249,-79.50193538493943,43.832735962681475
272,2019-06-19,221,249,-79.41310749319848,43.772399546902165,-79.44066395960283,43.84653957243078
273,2018-04-05,25,4,-79.23693677993026,43.6662808936555,-79.45666593173985,43.67824372186092
274,2021-12-29,49,227,-79.23899855651428,43.60650152945891,-79.5761717187753,43.78328707302921
275,2023-01-21,20,297,-79.14778872288764,43.60003359921742,-79.36411787872669,43.81692547561601
276,2020-07-07,123,34,-79.47883876355365,43.63230415032944,-79.61587741517462,43.63302175468998
277,2019-04-03,281,12,-79.36982369493228,43.723418440683744,-79.38254418981262,43.83377784862649
278,2021-12-16,281,55,-79.36982369493228,43.723418440683744,-79.22423396783881,43.604664671274364
279,2021-03-29,67,120,-79.39813856943977,43.70715036268346,-79.19894827157725,43.79514930060599
280,2020-12-09,83,211,-79.61134546483402,43.679304238639304,-79.61274927179795,43.67733715377981
281,2016-11-18,45,39,-79.16274984123186,43.713894937408625,-79.49412622896955,43.62336078227265
282,2022-08-31,6,300,-79.26203680562787,43.834825035224206,-79.54419586377219,43.65775203432655
283,2016-11-05,276,271,-79.33317203214858,43.76276351657696,-79.43467775651254,43.628708854438734
284,2018-02-23,146,236,-79.13276579254773,43.768216631424146,-79.53272229899187,43.63833463675575
285,2018-02-02,17,95,-79.6016665193066,43.76328199369833,-79.54519369558432,43.59857215189142
286,2017-04-06,114,243,-79.41626832169015,43.6182012026594,-79.31794394727797,43.783719101904424
287,2021-02-11,267,271,-79.59010349261109,43.68252619448351,-79.43467775651254,43.628708854438734
288,2018-09-01,205,59,-79.49197840493173,43.63850856805686,-79.4624515175866,43.740133506930434
289,2022-08-09,1,71,-79.54528670758475,43.60974940040847,-79.49552865315229,43.75610472882865
290,2021-09-10,25,200,-79.23693677993026,43.6662808936555,-79.36213102506474,43.761664012193215
291,2019-09-28,1,164,-79.54528670758475,43.60974940040847,-79.20711965847761,43.81791249123402
292,2023-05-14,188,235,-79.60348779545632,43.789000396181365,-79.40422787284945,43.611104325794145
293,2021-09-16,125,156,-79.31328054762446,43.70367287136148,-79.5348516273126,43.841688024238685
294,2016-09-27,279,260,-79.44539787387941,43.698941204899455,-79.4780385047244,43.77238763449947
295,2021-02-22,24,113,-79.56602894212585,43.772160846162585,-79.2969610849442,43.61097174057737
296,2021-04-16,26,79,-79.25776888069697,43.65244147559861,-79.52187042206526,43.82189146520104
